,Date,Region,Class,Commodity,Variety,Organic,Environment,Unit,Number of Stores,Weighted Avg Price,Low Price,High Price,% Marked Local
0,01/01/2021,NORTHEAST U.S.,FRUITS,APPLES,FUJI,,,per pound,65.0,1.27,0.99,1.49,
1,01/01/2021,NORTHEAST U.S.,FRUITS,APPLES,FUJI,Y,,per pound,48.0,1.94,1.49,1.99,
2,01/01/2021,NORTHEAST U.S.,FRUITS,APPLES,GALA,,,3 lb bag,227.0,2.65,2.49,3.0,
3,01/01/2021,NORTHEAST U.S.,FRUITS,APPLES,GALA,,,per pound,7.0,1.99,1.99,1.99,
4,01/01/2021,NORTHEAST U.S.,FRUITS,APPLES,GALA,Y,,2 lb bag,22.0,3.5,3.5,3.5,
5,01/01/2021,NORTHEAST U.S.,FRUITS,APPLES,GALA,Y,,3 lb bag,5.0,4.49,4.49,4.49,
6,01/01/2021,NORTHEAST U.S.,FRUITS,APPLES,GALA,Y,,per pound,31.0,1.79,1.69,1.99,
7,01/01/2021,NORTHEAST U.S.,FRUITS,APPLES,GOLDEN DELICIOUS,,,3 lb bag,73.0,2.99,2.99,3.0,
8,01/01/2021,NORTHEAST U.S.,FRUITS,APPLES,GOLDEN DELICIOUS,,,per pound,100.0,1.43,1.29,1.49,
9,01/01/2021,NORTHEAST U.S.,FRUITS,APPLES,GRANNY SMITH,,,per pound,210.0,1.59,1.59,1.59,
10,01/01/2021,NORTHEAST U.S.,FRUITS,APPLES,HONEYCRISP,,,per pound,320.0,2.27,1.29,2.49,
11,01/01/2021,NORTHEAST U.S.,FRUITS,APPLES,HONEYCRISP,Y,,per pound,38.0,1.99,1.99,1.99,
12,01/01/2021,NORTHEAST U.S.,FRUITS,APPLES,JONAGOLD,,,per pound,57.0,0.99,0.99,0.99,100.0
13,01/01/2021,NORTHEAST U.S.,FRUITS,APPLES,MCINTOSH,,,3 lb bag,121.0,2.8,2.5,3.0,
14,01/01/2021,NORTHEAST U.S.,FRUITS,APPLES,PINK LADY/CRIPPS PINK,,,per pound,15.0,1.57,1.29,1.89,
15,01/01/2021,NORTHEAST U.S.,FRUITS,APPLES,PINK LADY/CRIPPS PINK,Y,,per pound,6.0,1.69,1.69,1.69,
16,01/01/2021,NORTHEAST U.S.,FRUITS,APPLES,RED DELICIOUS,,,3 lb bag,121.0,2.8,2.5,3.0,
17,01/01/2021,NORTHEAST U.S.,FRUITS,APPLES,RED DELICIOUS,,,per pound,70.0,1.49,1.49,1.49,
18,01/08/2021,NORTHEAST U.S.,FRUITS,APPLES,BRAEBURN,,,per pound,9.0,1.49,1.49,1.49,
19,01/08/2021,NORTHEAST U.S.,FRUITS,APPLES,FUJI,,,3 lb bag,361.0,4.26,2.5,4.99,
20,01/08/2021,NORTHEAST U.S.,FRUITS,APPLES,FUJI,,,per pound,498.0,1.25,0.99,2.49,
21,01/08/2021,NORTHEAST U.S.,FRUITS,APPLES,FUJI,Y,,2 lb bag,255.0,4.99,4.99,4.99,
22,01/08/2021,NORTHEAST U.S.,FRUITS,APPLES,FUJI,Y,,per pound,126.0,2.04,1.88,2.49,
23,01/08/2021,NORTHEAST U.S.,FRUITS,APPLES,GALA,,,3 lb bag,262.0,4.92,2.5,4.99,
24,01/08/2021,NORTHEAST U.S.,FRUITS,APPLES,GALA,,,per pound,243.0,1.51,1.47,1.79,
25,01/08/2021,NORTHEAST U.S.,FRUITS,APPLES,GALA,Y,,2 lb bag,445.0,4.14,2.99,4.99,
26,01/08/2021,NORTHEAST U.S.,FRUITS,APPLES,GALA,Y,,3 lb bag,8.0,4.99,4.99,4.99,
27,01/08/2021,NORTHEAST U.S.,FRUITS,APPLES,GALA,Y,,per pound,237.0,2.16,1.88,2.49,
28,01/08/2021,NORTHEAST U.S.,FRUITS,APPLES,GOLDEN DELICIOUS,,,3 lb bag,193.0,2.8,2.5,3.5,
29,01/08/2021,NORTHEAST U.S.,FRUITS,APPLES,GOLDEN DELICIOUS,,,per pound,131.0,1.31,0.99,1.69,44.0
30,01/08/2021,NORTHEAST U.S.,FRUITS,APPLES,GRANNY SMITH,,,3 lb bag,255.0,4.99,4.99,4.99,
31,01/08/2021,NORTHEAST U.S.,FRUITS,APPLES,GRANNY SMITH,,,per pound,93.0,1.51,1.49,1.79,
32,01/08/2021,NORTHEAST U.S.,FRUITS,APPLES,GRANNY SMITH,Y,,2 lb bag,445.0,4.14,2.99,4.99,
33,01/08/2021,NORTHEAST U.S.,FRUITS,APPLES,GRANNY SMITH,Y,,per pound,192.0,2.15,1.49,2.49,
34,01/08/2021,NORTHEAST U.S.,FRUITS,APPLES,HONEYCRISP,,,3 lb bag,81.0,5.0,5.0,5.0,
35,01/08/2021,NORTHEAST U.S.,FRUITS,APPLES,HONEYCRISP,,,per pound,1140.0,2.27,1.29,2.99,
36,01/08/2021,NORTHEAST U.S.,FRUITS,APPLES,JONAGOLD,,,per pound,9.0,1.49,1.49,1.49,
37,01/08/2021,NORTHEAST U.S.,FRUITS,APPLES,MCINTOSH,,,3 lb bag,167.0,2.3,2.29,2.5,
38,01/08/2021,NORTHEAST U.S.,FRUITS,APPLES,MCINTOSH,,,5 lb bag,190.0,4.99,4.99,4.99,
39,01/08/2021,NORTHEAST U.S.,FRUITS,APPLES,MCINTOSH,,,per pound,91.0,1.25,0.99,1.49,
40,01/08/2021,NORTHEAST U.S.,FRUITS,APPLES,PINK LADY/CRIPPS PINK,,,per pound,17.0,1.4,1.29,1.49,
41,01/08/2021,NORTHEAST U.S.,FRUITS,APPLES,PINK LADY/CRIPPS PINK,Y,,per pound,110.0,1.99,1.99,1.99,
42,01/08/2021,NORTHEAST U.S.,FRUITS,APPLES,RED DELICIOUS,,,3 lb bag,342.0,4.53,2.5,4.99,
43,01/08/2021,NORTHEAST U.S.,FRUITS,APPLES,RED DELICIOUS,,,5 lb bag,365.0,4.99,4.99,4.99,
44,01/08/2021,NORTHEAST U.S.,FRUITS,APPLES,RED DELICIOUS,,,per pound,93.0,1.24,0.99,1.69,61.0
45,01/08/2021,NORTHEAST U.S.,FRUITS,APPLES,RED DELICIOUS,Y,,2 lb bag,190.0,2.99,2.99,2.99,
46,01/08/2021,NORTHEAST U.S.,FRUITS,APPLES,RED DELICIOUS,Y,,per pound,43.0,1.69,1.69,1.69,
47,01/15/2021,NORTHEAST U.S.,FRUITS,APPLES,BRAEBURN,,,per pound,63.0,1.29,1.29,1.29,
48,01/15/2021,NORTHEAST U.S.,FRUITS,APPLES,FUJI,,,3 lb bag,57.0,2.99,2.99,2.99,
49,01/15/2021,NORTHEAST U.S.,FRUITS,APPLES,FUJI,,,per pound,895.0,1.34,0.87,1.99,
50,01/15/2021,NORTHEAST U.S.,FRUITS,APPLES,FUJI,Y,,2 lb bag,255.0,4.99,4.99,4.99,
51,01/15/2021,NORTHEAST U.S.,FRUITS,APPLES,FUJI,Y,,3 lb bag,8.0,5.99,5.99,5.99,
52,01/15/2021,NORTHEAST U.S.,FRUITS,APPLES,FUJI,Y,,per pound,129.0,1.97,1.88,1.99,
53,01/15/2021,NORTHEAST U.S.,FRUITS,APPLES,GALA,,,2 lb bag,16.0,2.0,2.0,2.0,
54,01/15/2021,NORTHEAST U.S.,FRUITS,APPLES,GALA,,,3 lb bag,357.0,4.44,2.5,5.99,
55,01/15/2021,NORTHEAST U.S.,FRUITS,APPLES,GALA,,,per pound,581.0,1.39,0.87,1.79,
56,01/15/2021,NORTHEAST U.S.,FRUITS,APPLES,GALA,Y,,2 lb bag,445.0,4.14,2.99,4.99,
57,01/15/2021,NORTHEAST U.S.,FRUITS,APPLES,GALA,Y,,per pound,134.0,1.97,1.88,1.99,
58,01/15/2021,NORTHEAST U.S.,FRUITS,APPLES,GOLDEN DELICIOUS,,,3 lb bag,182.0,2.89,2.5,3.0,
59,01/15/2021,NORTHEAST U.S.,FRUITS,APPLES,GOLDEN DELICIOUS,,,per pound,76.0,1.41,0.99,1.69,
60,01/15/2021,NORTHEAST U.S.,FRUITS,APPLES,GRANNY SMITH,,,3 lb bag,263.0,5.02,4.99,5.99,
61,01/15/2021,NORTHEAST U.S.,FRUITS,APPLES,GRANNY SMITH,,,per pound,608.0,1.6,1.29,1.79,
62,01/15/2021,NORTHEAST U.S.,FRUITS,APPLES,GRANNY SMITH,Y,,2 lb bag,445.0,4.14,2.99,4.99,
63,01/15/2021,NORTHEAST U.S.,FRUITS,APPLES,GRANNY SMITH,Y,,3 lb bag,43.0,5.99,5.99,5.99,
64,01/15/2021,NORTHEAST U.S.,FRUITS,APPLES,GRANNY SMITH,Y,,per pound,35.0,2.16,1.88,2.49,
65,01/15/2021,NORTHEAST U.S.,FRUITS,APPLES,HONEYCRISP,,,per pound,188.0,1.99,1.99,1.99,
66,01/15/2021,NORTHEAST U.S.,FRUITS,APPLES,HONEYCRISP,Y,,per pound,16.0,2.18,1.99,2.99,
67,01/15/2021,NORTHEAST U.S.,FRUITS,APPLES,MCINTOSH,,,2 lb bag,16.0,2.0,2.0,2.0,
68,01/15/2021,NORTHEAST U.S.,FRUITS,APPLES,MCINTOSH,,,3 lb bag,97.0,2.81,2.5,3.0,
69,01/15/2021,NORTHEAST U.S.,FRUITS,APPLES,MCINTOSH,,,5 lb bag,190.0,4.99,4.99,4.99,
70,01/15/2021,NORTHEAST U.S.,FRUITS,APPLES,PINK LADY/CRIPPS PINK,,,per pound,8.0,1.29,1.29,1.29,
71,01/15/2021,NORTHEAST U.S.,FRUITS,APPLES,RED DELICIOUS,,,2 lb bag,16.0,2.0,2.0,2.0,
72,01/15/2021,NORTHEAST U.S.,FRUITS,APPLES,RED DELICIOUS,,,3 lb bag,406.0,4.17,2.5,4.99,
73,01/15/2021,NORTHEAST U.S.,FRUITS,APPLES,RED DELICIOUS,,,5 lb bag,190.0,4.99,4.99,4.99,
74,01/15/2021,NORTHEAST U.S.,FRUITS,APPLES,RED DELICIOUS,,,per pound,144.0,1.37,1.29,1.69,
75,01/15/2021,NORTHEAST U.S.,FRUITS,APPLES,RED DELICIOUS,Y,,2 lb bag,190.0,2.99,2.99,2.99,
76,01/22/2021,NORTHEAST U.S.,FRUITS,APPLES,FUJI,,,3 lb bag,193.0,2.99,2.99,2.99,
77,01/22/2021,NORTHEAST U.S.,FRUITS,APPLES,FUJI,,,per pound,567.0,1.64,0.99,1.79,
78,01/22/2021,NORTHEAST U.S.,FRUITS,APPLES,FUJI,Y,,2 lb bag,255.0,4.99,4.99,4.99,
79,01/22/2021,NORTHEAST U.S.,FRUITS,APPLES,FUJI,Y,,per pound,86.0,2.08,1.99,2.49,
80,01/22/2021,NORTHEAST U.S.,FRUITS,APPLES,GALA,,,2 lb bag,64.0,2.38,2.0,2.5,
81,01/22/2021,NORTHEAST U.S.,FRUITS,APPLES,GALA,,,3 lb bag,670.0,3.63,2.5,4.99,
82,01/22/2021,NORTHEAST U.S.,FRUITS,APPLES,GALA,,,per pound,128.0,1.31,0.99,1.99,
83,01/22/2021,NORTHEAST U.S.,FRUITS,APPLES,GALA,Y,,2 lb bag,445.0,4.14,2.99,4.99,
84,01/22/2021,NORTHEAST U.S.,FRUITS,APPLES,GALA,Y,,3 lb bag,8.0,4.99,4.99,4.99,
85,01/22/2021,NORTHEAST U.S.,FRUITS,APPLES,GALA,Y,,per pound,51.0,1.99,1.99,2.0,
86,01/22/2021,NORTHEAST U.S.,FRUITS,APPLES,GOLDEN DELICIOUS,,,3 lb bag,191.0,2.65,2.5,2.99,
87,01/22/2021,NORTHEAST U.S.,FRUITS,APPLES,GOLDEN DELICIOUS,,,per pound,25.0,1.69,1.69,1.69,
88,01/22/2021,NORTHEAST U.S.,FRUITS,APPLES,GRANNY SMITH,,,3 lb bag,255.0,4.99,4.99,4.99,
89,01/22/2021,NORTHEAST U.S.,FRUITS,APPLES,GRANNY SMITH,,,per pound,6.0,0.99,0.99,0.99,
90,01/22/2021,NORTHEAST U.S.,FRUITS,APPLES,GRANNY SMITH,Y,,2 lb bag,445.0,4.14,2.99,4.99,
91,01/22/2021,NORTHEAST U.S.,FRUITS,APPLES,GRANNY SMITH,Y,,3 lb bag,8.0,4.99,4.99,4.99,
92,01/22/2021,NORTHEAST U.S.,FRUITS,APPLES,GRANNY SMITH,Y,,per pound,26.0,1.81,1.69,2.29,
93,01/22/2021,NORTHEAST U.S.,FRUITS,APPLES,HONEYCRISP,,,3 lb bag,188.0,4.9,2.99,5.0,
94,01/22/2021,NORTHEAST U.S.,FRUITS,APPLES,HONEYCRISP,,,per pound,466.0,2.1,1.29,3.0,
95,01/22/2021,NORTHEAST U.S.,FRUITS,APPLES,HONEYCRISP,Y,,2 lb bag,74.0,4.79,4.79,4.79,
96,01/22/2021,NORTHEAST U.S.,FRUITS,APPLES,HONEYCRISP,Y,,3 lb bag,81.0,5.0,5.0,5.0,
97,01/22/2021,NORTHEAST U.S.,FRUITS,APPLES,HONEYCRISP,Y,,per pound,28.0,2.99,2.99,2.99,
98,01/22/2021,NORTHEAST U.S.,FRUITS,APPLES,MCINTOSH,,,2 lb bag,64.0,2.38,2.0,2.5,
99,01/22/2021,NORTHEAST U.S.,FRUITS,APPLES,MCINTOSH,,,3 lb bag,291.0,2.94,2.29,2.99,
100,01/22/2021,NORTHEAST U.S.,FRUITS,APPLES,MCINTOSH,,,per pound,9.0,0.99,0.99,0.99,
101,01/22/2021,NORTHEAST U.S.,FRUITS,APPLES,PINK LADY/CRIPPS PINK,,,3 lb bag,136.0,2.99,2.99,2.99,
102,01/22/2021,NORTHEAST U.S.,FRUITS,APPLES,PINK LADY/CRIPPS PINK,,,per pound,15.0,1.62,1.29,1.99,
103,01/22/2021,NORTHEAST U.S.,FRUITS,APPLES,RED DELICIOUS,,,2 lb bag,64.0,2.38,2.0,2.5,
104,01/22/2021,NORTHEAST U.S.,FRUITS,APPLES,RED DELICIOUS,,,3 lb bag,481.0,4.02,2.5,4.99,
105,01/22/2021,NORTHEAST U.S.,FRUITS,APPLES,RED DELICIOUS,Y,,2 lb bag,190.0,2.99,2.99,2.99,
106,01/22/2021,NORTHEAST U.S.,FRUITS,APPLES,RED DELICIOUS,Y,,per pound,43.0,1.69,1.69,1.69,
107,01/29/2021,NORTHEAST U.S.,FRUITS,APPLES,BRAEBURN,,,per pound,80.0,0.99,0.99,0.99,
108,01/29/2021,NORTHEAST U.S.,FRUITS,APPLES,FUJI,,,3 lb bag,9.0,2.99,2.99,2.99,
109,01/29/2021,NORTHEAST U.S.,FRUITS,APPLES,FUJI,,,per pound,223.0,1.57,0.99,1.59,
110,01/29/2021,NORTHEAST U.S.,FRUITS,APPLES,FUJI,Y,,3 lb bag,8.0,5.99,5.99,5.99,
111,01/29/2021,NORTHEAST U.S.,FRUITS,APPLES,FUJI,Y,,per pound,20.0,1.69,1.69,1.69,
112,01/29/2021,NORTHEAST U.S.,FRUITS,APPLES,GALA,,,2 lb bag,72.0,2.0,2.0,2.0,
113,01/29/2021,NORTHEAST U.S.,FRUITS,APPLES,GALA,,,3 lb bag,55.0,3.26,1.99,3.99,
114,01/29/2021,NORTHEAST U.S.,FRUITS,APPLES,GALA,,,5 lb bag,22.0,4.99,4.99,4.99,
115,01/29/2021,NORTHEAST U.S.,FRUITS,APPLES,GALA,,,per pound,159.0,1.32,0.99,1.99,
116,01/29/2021,NORTHEAST U.S.,FRUITS,APPLES,GALA,Y,,2 lb bag,190.0,2.99,2.99,2.99,
117,01/29/2021,NORTHEAST U.S.,FRUITS,APPLES,GALA,Y,,3 lb bag,14.0,5.56,4.99,5.99,
118,01/29/2021,NORTHEAST U.S.,FRUITS,APPLES,GALA,Y,,per pound,74.0,2.14,1.99,2.69,
119,01/29/2021,NORTHEAST U.S.,FRUITS,APPLES,GOLDEN DELICIOUS,,,3 lb bag,7.0,1.99,1.99,1.99,
120,01/29/2021,NORTHEAST U.S.,FRUITS,APPLES,GOLDEN DELICIOUS,,,per pound,192.0,0.99,0.69,1.69,30.0
121,01/29/2021,NORTHEAST U.S.,FRUITS,APPLES,GOLDEN DELICIOUS,Y,,per pound,43.0,1.69,1.69,1.69,
122,01/29/2021,NORTHEAST U.S.,FRUITS,APPLES,GRANNY SMITH,,,per pound,370.0,1.44,0.99,1.59,
123,01/29/2021,NORTHEAST U.S.,FRUITS,APPLES,GRANNY SMITH,Y,,2 lb bag,190.0,2.99,2.99,2.99,
124,01/29/2021,NORTHEAST U.S.,FRUITS,APPLES,GRANNY SMITH,Y,,per pound,69.0,2.11,1.99,2.49,
125,01/29/2021,NORTHEAST U.S.,FRUITS,APPLES,HONEYCRISP,,,3 lb bag,260.0,5.0,5.0,5.0,
126,01/29/2021,NORTHEAST U.S.,FRUITS,APPLES,HONEYCRISP,,,per pound,794.0,2.27,1.29,2.99,
127,01/29/2021,NORTHEAST U.S.,FRUITS,APPLES,HONEYCRISP,Y,,per pound,21.0,2.99,2.99,2.99,
128,01/29/2021,NORTHEAST U.S.,FRUITS,APPLES,JONAGOLD,,,per pound,63.0,0.72,0.69,0.99,90.0
129,01/29/2021,NORTHEAST U.S.,FRUITS,APPLES,MCINTOSH,,,2 lb bag,72.0,2.0,2.0,2.0,
130,01/29/2021,NORTHEAST U.S.,FRUITS,APPLES,MCINTOSH,,,3 lb bag,7.0,1.99,1.99,1.99,
131,01/29/2021,NORTHEAST U.S.,FRUITS,APPLES,MCINTOSH,,,5 lb bag,190.0,4.99,4.99,4.99,
132,01/29/2021,NORTHEAST U.S.,FRUITS,APPLES,MCINTOSH,,,per pound,123.0,0.99,0.99,0.99,
133,01/29/2021,NORTHEAST U.S.,FRUITS,APPLES,PINK LADY/CRIPPS PINK,,,3 lb bag,349.0,2.5,2.49,2.99,
134,01/29/2021,NORTHEAST U.S.,FRUITS,APPLES,PINK LADY/CRIPPS PINK,,,per pound,78.0,1.44,0.99,1.49,
135,01/29/2021,NORTHEAST U.S.,FRUITS,APPLES,RED DELICIOUS,,,2 lb bag,72.0,2.0,2.0,2.0,
136,01/29/2021,NORTHEAST U.S.,FRUITS,APPLES,RED DELICIOUS,,,3 lb bag,7.0,1.99,1.99,1.99,
137,01/29/2021,NORTHEAST U.S.,FRUITS,APPLES,RED DELICIOUS,,,5 lb bag,190.0,4.99,4.99,4.99,
138,01/29/2021,NORTHEAST U.S.,FRUITS,APPLES,RED DELICIOUS,,,per pound,148.0,1.08,0.88,1.69,
139,01/29/2021,NORTHEAST U.S.,FRUITS,APPLES,RED DELICIOUS,Y,,2 lb bag,190.0,2.99,2.99,2.99,
140,01/29/2021,NORTHEAST U.S.,FRUITS,APPLES,RED DELICIOUS,Y,,per pound,48.0,1.99,1.99,1.99,
141,02/05/2021,NORTHEAST U.S.,FRUITS,APPLES,FUJI,,,3 lb bag,418.0,2.99,2.99,3.49,
142,02/05/2021,NORTHEAST U.S.,FRUITS,APPLES,FUJI,,,per pound,228.0,1.66,0.99,1.69,
143,02/05/2021,NORTHEAST U.S.,FRUITS,APPLES,FUJI,Y,,2 lb bag,210.0,3.5,3.5,3.5,
144,02/05/2021,NORTHEAST U.S.,FRUITS,APPLES,FUJI,Y,,per pound,98.0,1.93,1.69,1.99,
145,02/05/2021,NORTHEAST U.S.,FRUITS,APPLES,GALA,,,2 lb bag,86.0,2.99,2.99,2.99,
146,02/05/2021,NORTHEAST U.S.,FRUITS,APPLES,GALA,,,3 lb bag,673.0,3.75,2.99,4.99,
